age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
43.0,Irregular,Heavy,Tropical,,Sour
39.0,Night Owl,,Cold,Asian,Sweet
21.0,Early Bird,Heavy,Cold,Mediterranean,Sour
48.0,Night Owl,Light,Tropical,Mediterranean,Sweet
35.0,Irregular,,Tropical,Mixed,Sour
55.0,Night Owl,Moderate,,Asian,Sweet
41.0,Irregular,Light,Temperate,Asian,Sweet
40.0,Irregular,Heavy,Temperate,Mediterranean,Salty
39.0,Irregular,Heavy,Cold,,Salty
19.0,Night Owl,Heavy,Dry,Mediterranean,Sweet
48.0,Night Owl,Moderate,Temperate,Mixed,Sour
28.0,,Moderate,Cold,Asian,Sweet
45.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
,Night Owl,,Cold,Mixed,Sour
49.0,Night Owl,,Tropical,Asian,Sweet
,Night Owl,Heavy,Cold,Mixed,Sweet
55.0,Night Owl,Light,Tropical,Mediterranean,Sweet
27.0,,Heavy,Cold,Mixed,Sour
57.0,,Heavy,Dry,Mediterranean,Salty
63.0,Irregular,Moderate,Cold,Asian,Sour
41.0,Night Owl,Light,Tropical,Mixed,Sweet
52.0,Irregular,Light,Dry,Asian,Sweet
,Irregular,Heavy,Cold,Asian,Sour
65.0,Early Bird,Light,Cold,Mediterranean,Sour
40.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
34.0,Irregular,Heavy,Dry,Asian,Sour
18.0,Irregular,Heavy,Tropical,Mediterranean,Sweet
48.0,Irregular,Heavy,Dry,Asian,Sour
48.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
59.0,Early Bird,Light,Temperate,Mediterranean,Sour
59.0,Early Bird,Moderate,Temperate,Mixed,Salty
51.0,Early Bird,,Tropical,Mixed,Sour
26.0,Irregular,Moderate,Tropical,Mediterranean,Sweet
39.0,Night Owl,Heavy,Tropical,Asian,Sweet
30.0,Early Bird,Heavy,Temperate,Asian,Sweet
42.0,Early Bird,Moderate,Dry,Asian,Sour
65.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
35.0,Irregular,Light,Cold,Mediterranean,Sour
68.0,Irregular,,Temperate,,Sour
29.0,Early Bird,,Cold,Mixed,Sour
57.0,Early Bird,Moderate,Cold,Mixed,Salty
34.0,Night Owl,Light,Temperate,Asian,Sweet
32.0,Early Bird,Light,Temperate,Mediterranean,Sour
59.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
32.0,Early Bird,Light,Dry,Asian,Sweet
32.0,Early Bird,Light,Temperate,Mixed,Sour
56.0,Early Bird,Heavy,Tropical,Asian,Sweet
30.0,Irregular,Light,Temperate,,Sweet
34.0,Night Owl,Light,Cold,Asian,Sweet
49.0,Night Owl,Moderate,Dry,Mixed,Sour
26.0,,Heavy,Dry,Asian,Sweet
57.0,Irregular,Light,Cold,Mixed,Sour
37.0,Irregular,Moderate,Dry,Mediterranean,Salty
43.0,Night Owl,Moderate,Dry,Mixed,Sour
44.0,,Moderate,Tropical,Mixed,Sour
,Irregular,Moderate,Tropical,Asian,Sweet
35.0,Irregular,Moderate,Dry,Mediterranean,Salty
30.0,Irregular,Moderate,Temperate,Asian,Sweet
,Early Bird,Light,Dry,Mixed,Sour
26.0,Early Bird,Heavy,Tropical,Mixed,Sweet
29.0,,Heavy,Dry,Asian,Sweet
,Early Bird,Moderate,Temperate,Mediterranean,Salty
55.0,Irregular,,Temperate,Mixed,Salty
36.0,Early Bird,Heavy,Tropical,Mixed,Sour
24.0,Night Owl,Light,Dry,Mixed,Sweet
52.0,Night Owl,Moderate,,Mediterranean,Sweet
65.0,Early Bird,Heavy,Cold,Asian,Sour
35.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
33.0,Night Owl,Moderate,Tropical,,Sweet
56.0,Night Owl,Heavy,Tropical,Mixed,Sweet
21.0,Irregular,Light,Dry,Mediterranean,Sweet
42.0,Early Bird,Heavy,Cold,Mixed,Salty
49.0,Early Bird,,Dry,Mediterranean,Salty
57.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
30.0,Night Owl,Heavy,,Asian,Sweet
62.0,,Heavy,Tropical,Mediterranean,Sour
34.0,Early Bird,Moderate,Tropical,Asian,Sweet
66.0,Night Owl,Light,Tropical,Mixed,Sweet
54.0,Irregular,Heavy,Dry,Mixed,Salty
23.0,Irregular,Light,Temperate,,Sweet
36.0,Early Bird,Light,Cold,Mixed,Sour
30.0,Early Bird,Moderate,Cold,Mixed,Sour
43.0,Night Owl,Moderate,Dry,Mediterranean,Sour
31.0,Early Bird,Moderate,Temperate,Asian,Sour
48.0,Night Owl,Light,Cold,Mixed,Sweet
21.0,Irregular,Moderate,Dry,Asian,Sweet
56.0,Irregular,Moderate,Temperate,Mediterranean,Salty
25.0,Irregular,Light,Temperate,Mixed,Sweet
,Irregular,Light,Cold,Mixed,Sour
30.0,Early Bird,Light,Cold,Asian,Sweet
49.0,Early Bird,Light,Temperate,Mixed,Sour
55.0,Night Owl,Heavy,Cold,Asian,Sweet
55.0,,Moderate,Dry,Mixed,Sour
45.0,,Heavy,Temperate,Mediterranean,Sour
47.0,,Light,,Mediterranean,Sweet
20.0,Night Owl,Light,Cold,Asian,Spicy
45.0,Irregular,Light,Dry,Mixed,Sour
20.0,Irregular,Light,Cold,Mixed,Sweet
62.0,Irregular,Light,Cold,Asian,Sweet
51.0,Night Owl,Moderate,,Mediterranean,Sour
33.0,Irregular,Heavy,,Mediterranean,Sour
39.0,Irregular,Heavy,Dry,Mediterranean,Salty
49.0,Irregular,Moderate,Dry,Asian,Sour
55.0,Irregular,Moderate,,Mediterranean,Sour
25.0,Early Bird,Moderate,Dry,Asian,Sweet
25.0,Night Owl,Heavy,Cold,Mediterranean,Sweet
23.0,Night Owl,Heavy,Cold,Mediterranean,Sweet
31.0,Early Bird,Light,Cold,Asian,Sweet
49.0,Irregular,Heavy,Dry,Mixed,Salty
52.0,Irregular,Heavy,Dry,Mixed,Salty
27.0,Irregular,Moderate,Temperate,Mixed,Sour
20.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
29.0,Night Owl,Light,,Mediterranean,Sweet
66.0,Night Owl,Heavy,Temperate,Mixed,Sour
48.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
,Night Owl,Moderate,Tropical,Mediterranean,Sweet
22.0,Early Bird,,Cold,Mixed,Sweet
69.0,Night Owl,Light,Cold,Asian,Sweet
42.0,Irregular,Heavy,Temperate,Mixed,Salty
58.0,Night Owl,Light,Temperate,Mixed,Sweet
48.0,Early Bird,Light,Cold,Asian,Sweet
38.0,Irregular,,Cold,Mediterranean,Salty
37.0,Early Bird,Moderate,Tropical,,Sour
,Irregular,,,Mixed,Sour
39.0,Night Owl,Heavy,Dry,Mediterranean,Sour
21.0,Early Bird,Heavy,Cold,Mediterranean,Sour
30.0,,Heavy,Tropical,Asian,Sweet
62.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
59.0,Irregular,Heavy,Tropical,Mixed,Sour
67.0,Early Bird,Heavy,Cold,Mediterranean,Salty
66.0,Early Bird,Light,Tropical,Mediterranean,Sweet
37.0,Early Bird,Heavy,Cold,Asian,Sour
69.0,Early Bird,Light,Tropical,Asian,Sweet
30.0,Night Owl,Moderate,Dry,Mixed,Sweet
,Irregular,Heavy,,Mixed,Salty
53.0,Night Owl,Light,Temperate,Mediterranean,Sweet
,Early Bird,Heavy,Temperate,Mixed,Salty
18.0,Irregular,Light,Cold,Mixed,Sweet
32.0,Early Bird,Heavy,Cold,Mediterranean,Salty
30.0,Night Owl,Moderate,Cold,Mediterranean,Sweet
34.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
41.0,,Light,Tropical,Asian,Spicy
25.0,Irregular,,Tropical,Asian,Spicy
67.0,Irregular,Moderate,Temperate,Mediterranean,Salty
44.0,Early Bird,Heavy,Cold,Asian,Sour
62.0,Irregular,Light,Tropical,Asian,Sweet
40.0,,Moderate,Temperate,Asian,Sour
63.0,Night Owl,Light,Dry,Mixed,Sweet
25.0,Early Bird,Moderate,,Mediterranean,Sour
25.0,Night Owl,Moderate,Dry,Mediterranean,Sweet
43.0,Early Bird,Light,Temperate,Mixed,Sour
64.0,Early Bird,Light,Cold,Asian,Sweet
30.0,Irregular,Moderate,Tropical,Mediterranean,Sweet
56.0,Night Owl,Heavy,Temperate,Asian,Sweet
54.0,Irregular,Moderate,Dry,Mixed,Salty
66.0,Irregular,Heavy,Dry,,Sour
45.0,Irregular,,Dry,Mixed,Salty
42.0,Early Bird,Heavy,,Mixed,Salty
33.0,Night Owl,Light,,Asian,Sweet
19.0,Night Owl,Moderate,Cold,Asian,Sweet
35.0,Irregular,Moderate,Cold,Mediterranean,Salty
34.0,Early Bird,Heavy,Dry,Mixed,Salty
47.0,Night Owl,Heavy,Temperate,Asian,Sweet
56.0,,Heavy,Cold,Asian,Sweet
,Irregular,Moderate,Temperate,Mediterranean,Sour
49.0,,Heavy,Tropical,,Sour
67.0,Irregular,Moderate,Temperate,Mediterranean,Salty
46.0,Night Owl,Moderate,Dry,Mixed,Sour
63.0,Early Bird,Light,Temperate,Mediterranean,Sour
47.0,Irregular,Heavy,Dry,Mixed,Salty
35.0,Night Owl,Heavy,Cold,,Sour
30.0,Irregular,Heavy,Cold,Mixed,Sour
60.0,Irregular,Light,Cold,Mediterranean,Sour
,Irregular,,Tropical,Mixed,Sour
47.0,Early Bird,,Dry,Mediterranean,Salty
38.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
65.0,Night Owl,Moderate,Tropical,Asian,Sweet
34.0,,Moderate,Cold,Mixed,Sour
57.0,Night Owl,Moderate,Dry,Asian,Sweet
36.0,Early Bird,Moderate,Temperate,Mixed,Salty
69.0,Irregular,Heavy,,Asian,Sour
32.0,Night Owl,Light,Dry,Mediterranean,Sweet
26.0,Early Bird,,Temperate,Asian,Sweet
69.0,Irregular,Moderate,Cold,Mediterranean,Salty
27.0,Early Bird,Heavy,Cold,Mixed,Sour
61.0,Early Bird,Light,Tropical,Mediterranean,Sweet
48.0,Night Owl,,Cold,Asian,Sweet
40.0,Night Owl,Light,Temperate,,Sweet
69.0,Irregular,,Tropical,Asian,Sweet
47.0,Irregular,Moderate,Dry,Mediterranean,Salty
50.0,Night Owl,Moderate,Dry,,Sour
,Early Bird,Light,Tropical,Asian,Sweet
26.0,Night Owl,Heavy,Cold,Mixed,Sweet
,Irregular,Moderate,Tropical,Asian,Sweet
18.0,Early Bird,Heavy,Tropical,Mediterranean,Sweet
,Early Bird,Heavy,Cold,,Salty
52.0,Early Bird,Moderate,Dry,Asian,Sour
28.0,Night Owl,Light,Tropical,Mediterranean,Spicy
51.0,Night Owl,Moderate,Dry,Mixed,Sour
33.0,,,Temperate,Asian,Sour
26.0,Early Bird,Light,Cold,Mixed,Sweet
49.0,,Heavy,Temperate,Mediterranean,Salty
32.0,,,Dry,Asian,Sweet
29.0,Irregular,Light,Temperate,Asian,Sweet
50.0,Irregular,Moderate,Temperate,Mediterranean,Salty
62.0,Early Bird,Light,Temperate,Mediterranean,Sour
31.0,Night Owl,Light,Tropical,Mediterranean,Sweet
25.0,Early Bird,Light,Tropical,Asian,Spicy
25.0,Night Owl,Heavy,Cold,Mediterranean,Sweet
44.0,Irregular,Heavy,Dry,Asian,Sour
29.0,Early Bird,Moderate,Dry,Asian,Sweet
,Early Bird,Moderate,Cold,Mixed,Sour
60.0,Early Bird,Heavy,Dry,Mediterranean,Salty
57.0,Irregular,Light,Dry,Mediterranean,Sour
59.0,Early Bird,Moderate,Temperate,Mixed,Salty
68.0,Irregular,Moderate,Temperate,Asian,Sour
,Night Owl,Light,Dry,Asian,Spicy
56.0,Irregular,Light,Cold,Asian,Sweet
60.0,Night Owl,Light,Cold,Mediterranean,Sweet
48.0,Irregular,Light,Dry,Asian,Sweet
34.0,Irregular,Light,Cold,Mixed,Sour
,Early Bird,Heavy,Cold,Asian,Sour
49.0,Irregular,Light,Temperate,Mediterranean,Sour
46.0,Early Bird,Moderate,Cold,Mediterranean,Salty
38.0,Night Owl,Heavy,Tropical,Asian,Sweet
38.0,Night Owl,Moderate,Temperate,Asian,Sweet
,Early Bird,Light,Tropical,Mediterranean,Sweet
40.0,Night Owl,Moderate,Dry,Asian,Sweet
23.0,Irregular,Light,Cold,Mixed,Sweet
39.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
67.0,,Moderate,Cold,Asian,Sour
55.0,Early Bird,Light,Tropical,Asian,Sweet
54.0,Night Owl,Moderate,Temperate,Asian,Sweet
,Night Owl,Heavy,Dry,Mixed,Sour
68.0,Irregular,Moderate,Tropical,Mediterranean,Sour
25.0,Irregular,Heavy,Temperate,Mixed,Sour
58.0,Early Bird,Heavy,Dry,Asian,Sour
66.0,Irregular,Moderate,Tropical,Mixed,Sour
52.0,Night Owl,Heavy,Tropical,Asian,Sweet
68.0,Irregular,Heavy,,Asian,Sour
28.0,Night Owl,Moderate,Dry,Mediterranean,Sweet
41.0,Irregular,Light,Dry,Mediterranean,Sour
66.0,Night Owl,Light,Temperate,Asian,Sweet
38.0,Night Owl,Heavy,Cold,,Sweet
68.0,Irregular,Heavy,Temperate,Asian,Sour
19.0,Irregular,Light,Dry,Mediterranean,Sweet
57.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
36.0,Early Bird,Light,Cold,Asian,Sweet
56.0,Irregular,Moderate,Temperate,Mediterranean,Salty
45.0,Night Owl,,Temperate,Asian,Sweet
34.0,Irregular,,Tropical,Mixed,Sour
23.0,Irregular,Light,Cold,Mediterranean,Sweet
36.0,Irregular,Light,Dry,Asian,Sweet
55.0,Irregular,Moderate,Cold,Mixed,Salty
45.0,Irregular,Heavy,Dry,Asian,Sour
19.0,Early Bird,Moderate,Dry,Mixed,Sour
55.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
54.0,Early Bird,Heavy,Cold,Mediterranean,Salty
68.0,,Light,Tropical,Asian,Spicy
69.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
21.0,Early Bird,Moderate,Cold,Mediterranean,Sour
39.0,Night Owl,Light,,Mixed,Sweet
43.0,Early Bird,Moderate,Cold,Mediterranean,Salty
66.0,Irregular,Light,Dry,Mixed,Sour
60.0,Early Bird,Heavy,Temperate,,Salty
53.0,Early Bird,Light,Cold,Mixed,Sour
,Early Bird,Light,,Mediterranean,Sweet
69.0,Irregular,Moderate,Temperate,Asian,Sour
49.0,Irregular,Light,,Asian,Sweet
34.0,Irregular,Light,Cold,Mediterranean,Sour
58.0,Irregular,Moderate,Tropical,Mixed,Sour
53.0,Night Owl,Light,Tropical,Mediterranean,Sweet
63.0,Irregular,Moderate,Tropical,Asian,Sweet
36.0,Irregular,Heavy,Tropical,Mixed,Sour
52.0,Irregular,,Tropical,Mediterranean,Sweet
63.0,Irregular,Heavy,Dry,Mixed,Salty
57.0,Night Owl,Light,Tropical,Mixed,Sweet
45.0,Early Bird,Light,Dry,Asian,Sweet
18.0,Early Bird,Heavy,Cold,,Sour
59.0,Irregular,Heavy,Dry,Mediterranean,Salty
35.0,Irregular,Moderate,Dry,,Salty
,Irregular,,Tropical,Mixed,Sour
57.0,,Heavy,Cold,Mediterranean,Salty
50.0,Early Bird,Light,,,Sweet
29.0,Irregular,Moderate,Cold,Asian,Sweet
25.0,Early Bird,,Temperate,Mediterranean,Sweet
41.0,Night Owl,Moderate,Dry,Mixed,Sour
33.0,,Moderate,Tropical,Mediterranean,Sour
67.0,Irregular,Moderate,Temperate,Mediterranean,Salty
21.0,Night Owl,,Tropical,Mediterranean,Sweet
55.0,Night Owl,Light,Temperate,Asian,Sweet
61.0,Early Bird,Heavy,,Mixed,Salty
44.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
26.0,Irregular,Heavy,Cold,Asian,Sweet
64.0,Early Bird,Heavy,Temperate,Asian,Sour
33.0,Night Owl,,Tropical,Mixed,Sweet
29.0,Early Bird,Light,Tropical,Mediterranean,Sweet
48.0,Early Bird,Heavy,Temperate,Mixed,Salty
41.0,Early Bird,Heavy,Dry,Mediterranean,Salty
31.0,Early Bird,Heavy,Dry,Asian,Sour
62.0,Night Owl,Heavy,Temperate,Asian,Sweet
42.0,Irregular,Heavy,Dry,Mixed,Salty
,Irregular,Heavy,Tropical,Mediterranean,Sour
20.0,Night Owl,Heavy,Dry,Mixed,Sweet
41.0,Irregular,Moderate,Temperate,Mediterranean,Salty
,Early Bird,Heavy,Dry,Mixed,Salty
,,Heavy,Temperate,Asian,Sweet
43.0,Early Bird,Light,Tropical,Mixed,Sweet
37.0,Night Owl,Moderate,Cold,Mediterranean,Sour
57.0,Early Bird,Heavy,Tropical,Mixed,Sour
27.0,Early Bird,Light,Tropical,Mediterranean,Sweet
36.0,Night Owl,Heavy,Temperate,Mixed,Sour
20.0,Early Bird,Heavy,Tropical,Mediterranean,Sweet
41.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
22.0,Irregular,Heavy,Dry,Mediterranean,Sour
20.0,Night Owl,Heavy,,Mixed,Sweet
44.0,Early Bird,Light,Dry,Mixed,Sour
33.0,Early Bird,,Temperate,Asian,Sour
66.0,Early Bird,Light,Dry,Mediterranean,Sour
32.0,Early Bird,Heavy,,Asian,Sour
52.0,Irregular,Light,,Asian,Sweet
29.0,Irregular,,Tropical,Mediterranean,Sweet
58.0,Irregular,Heavy,Dry,Asian,Sour
61.0,Irregular,,,Mixed,Salty
43.0,Night Owl,Moderate,Dry,Asian,Sweet
64.0,Early Bird,Moderate,Dry,Mixed,Salty
51.0,Irregular,Heavy,Cold,Mediterranean,Salty
40.0,Early Bird,Moderate,Cold,Mediterranean,Salty
48.0,Night Owl,Light,Cold,Mediterranean,Sweet
67.0,Early Bird,Heavy,,Asian,Sweet
37.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
,Irregular,Heavy,Dry,Mediterranean,Sour
40.0,,Moderate,Tropical,Mixed,Sour
21.0,,Light,Cold,Asian,Spicy
40.0,Early Bird,Heavy,Temperate,Asian,Sour
65.0,Irregular,Heavy,Tropical,Mediterranean,Sour
65.0,Irregular,Moderate,Cold,Asian,Sour
18.0,Irregular,,Cold,Mediterranean,Sweet
42.0,Night Owl,Heavy,Cold,Mixed,Sour
19.0,Early Bird,Moderate,Cold,,Sweet
47.0,Irregular,Light,,Asian,Sweet
20.0,Early Bird,Light,Cold,Mixed,Sweet
38.0,Night Owl,Light,Cold,Asian,Sweet
,Early Bird,Light,Dry,,Sour
37.0,Irregular,Heavy,Tropical,Asian,Sweet
66.0,,Heavy,Temperate,Asian,Sour
69.0,Early Bird,Light,Dry,Mixed,Sour
39.0,Night Owl,Moderate,Dry,Mixed,Sour
38.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
50.0,Early Bird,Light,Tropical,Asian,Sweet
69.0,Early Bird,Light,Cold,Asian,Sweet
55.0,Early Bird,Moderate,Tropical,,Sour
32.0,Night Owl,Light,Temperate,Mediterranean,Sweet
63.0,Night Owl,Light,,Asian,Sweet
69.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
32.0,Night Owl,Heavy,Cold,Asian,Sweet
63.0,Irregular,Light,Temperate,Mixed,Sour
42.0,Night Owl,Light,Cold,Mixed,Sweet
38.0,,Heavy,Temperate,Mixed,Sour
41.0,Night Owl,Light,Dry,Mixed,Sweet
22.0,Irregular,Heavy,Temperate,Mixed,Sour
23.0,Irregular,Heavy,Tropical,Mixed,Sweet
66.0,Irregular,Moderate,Temperate,Mediterranean,Salty
60.0,Early Bird,Heavy,Dry,Mixed,Salty
65.0,Early Bird,Moderate,Cold,Mediterranean,Salty
,Irregular,Moderate,Temperate,,Salty
64.0,Early Bird,Heavy,Temperate,Asian,Sour
40.0,Early Bird,Light,Tropical,Asian,Sweet
21.0,Early Bird,,,Asian,Sweet
44.0,Irregular,Moderate,Cold,Mediterranean,Salty
35.0,Night Owl,Heavy,Cold,Mixed,Sour
38.0,Irregular,Heavy,Dry,Mediterranean,Salty
45.0,Irregular,Moderate,Dry,Mixed,Salty
52.0,Early Bird,Heavy,Tropical,Asian,Sweet
39.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
57.0,Night Owl,Moderate,Dry,Mixed,Sour
40.0,Night Owl,Light,Cold,Mediterranean,Sweet
20.0,Night Owl,Moderate,Temperate,Mediterranean,Sweet
,Night Owl,Moderate,Temperate,Asian,Sweet
67.0,Irregular,Heavy,Temperate,Asian,Sour
27.0,Night Owl,Moderate,Tropical,Asian,Spicy
42.0,Irregular,Heavy,Dry,Asian,Sour
69.0,Early Bird,,Dry,Asian,Sour
66.0,,Heavy,Temperate,,Sour
25.0,Early Bird,Moderate,Tropical,Mixed,Sweet
,Early Bird,Moderate,Tropical,Asian,Sweet
22.0,Irregular,Heavy,Dry,Asian,Sweet
62.0,Night Owl,Light,Dry,Asian,Sweet
,Irregular,Light,Tropical,Mediterranean,Sweet
62.0,Early Bird,Moderate,Cold,Asian,Sour
55.0,Night Owl,Heavy,Tropical,Mixed,Sweet
46.0,Early Bird,Heavy,Cold,Mixed,Salty
,Early Bird,Moderate,Dry,Mediterranean,Sour
26.0,Night Owl,Light,Tropical,Mixed,Spicy
65.0,Night Owl,Moderate,Tropical,Asian,Sweet
19.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
18.0,Irregular,Heavy,Tropical,Mediterranean,Sweet
57.0,Irregular,Moderate,Temperate,Mixed,Salty
,Early Bird,Light,Temperate,Asian,Sweet
,Night Owl,Moderate,Dry,Asian,Sweet
28.0,Early Bird,Heavy,Dry,Asian,Sweet
45.0,Early Bird,,Tropical,Mediterranean,Sweet
61.0,Early Bird,Heavy,Temperate,Mixed,Salty
29.0,Early Bird,Moderate,Dry,Mixed,Sour
56.0,Early Bird,Moderate,Cold,Mixed,Salty
,Night Owl,Moderate,Temperate,Asian,Sweet
30.0,Irregular,Heavy,Temperate,Mediterranean,Sour
25.0,Night Owl,Moderate,Temperate,Mediterranean,Sweet
45.0,Night Owl,Light,Tropical,Mixed,Sweet
47.0,,Light,Cold,Mixed,Sweet
26.0,Irregular,Heavy,Tropical,Mediterranean,Sweet
56.0,Irregular,Heavy,Dry,Mixed,Salty
48.0,Irregular,Heavy,Cold,,Salty
38.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
64.0,Irregular,Light,Temperate,Mixed,Sour
51.0,Early Bird,Light,Cold,Mediterranean,Sour
,Irregular,Light,Temperate,Mediterranean,Sour
69.0,,Heavy,Dry,Mixed,Sour
42.0,Night Owl,Heavy,Cold,Mixed,Sour
29.0,Early Bird,Moderate,Dry,,Sour
18.0,Irregular,,Dry,Mediterranean,Sour
39.0,Irregular,Light,Dry,Mixed,Sour
57.0,Early Bird,Moderate,Cold,Mixed,Salty
54.0,Night Owl,Heavy,Dry,Mediterranean,Sour
,,Heavy,Tropical,Mediterranean,Sweet
18.0,Irregular,Light,Tropical,Mixed,Sweet
18.0,Irregular,Moderate,Dry,Mixed,Sour
59.0,Irregular,,Temperate,Mediterranean,Salty
59.0,Irregular,Heavy,Dry,Mediterranean,Salty
38.0,Irregular,Moderate,Dry,Asian,Sour
32.0,Night Owl,Moderate,,Mediterranean,Sour
34.0,Night Owl,Heavy,Cold,Mediterranean,Sour
,,Heavy,Cold,Asian,Sweet
,Night Owl,Light,Dry,Mixed,Sweet
52.0,Early Bird,Moderate,Tropical,Asian,Sweet
62.0,Night Owl,Heavy,Tropical,,Sweet
33.0,Early Bird,Heavy,Tropical,Asian,Sweet
25.0,Night Owl,Heavy,Dry,Asian,Sweet
64.0,Irregular,,Tropical,Asian,Sweet
34.0,,Light,Tropical,Asian,Sweet
34.0,Irregular,Moderate,Cold,Asian,Sour
43.0,Early Bird,Heavy,Dry,Asian,Sour
30.0,Night Owl,Moderate,Cold,Mixed,Sweet
34.0,Night Owl,Moderate,Temperate,Asian,Sweet
55.0,Early Bird,Heavy,Cold,Asian,Sour
34.0,Early Bird,Heavy,Dry,Asian,Sour
65.0,Early Bird,Heavy,Tropical,Asian,Sweet
31.0,Early Bird,Light,Dry,Mediterranean,Sour
62.0,Early Bird,Heavy,Cold,Asian,Sour
23.0,Irregular,Moderate,Dry,Asian,Sweet
52.0,Night Owl,Moderate,Dry,Asian,Sweet
63.0,,Light,Cold,Mixed,Sour
31.0,Irregular,Heavy,Cold,Asian,Sour
64.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
25.0,Irregular,Light,Temperate,Mixed,Sweet
32.0,Early Bird,Light,Cold,Mediterranean,Sour
44.0,Night Owl,Heavy,Dry,Mixed,Sour
30.0,Early Bird,Heavy,Cold,,Sour
66.0,Early Bird,Moderate,Tropical,,Sweet
,Night Owl,Heavy,Temperate,Asian,Sweet
,Night Owl,,Tropical,Mixed,Sweet
23.0,Early Bird,Moderate,Dry,Asian,Sweet
22.0,Night Owl,Moderate,Tropical,Asian,Spicy
39.0,Night Owl,Moderate,Cold,Mixed,Sour
66.0,Irregular,Moderate,Cold,Mixed,Salty
40.0,Night Owl,Light,Cold,Mediterranean,Sweet
42.0,Night Owl,Moderate,Tropical,Mixed,Sweet
51.0,Early Bird,Light,Tropical,Mediterranean,Sweet
43.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
64.0,Irregular,Moderate,,Asian,Sour
,,Moderate,Cold,Asian,Sweet
43.0,Night Owl,Heavy,Cold,Mixed,Sour
37.0,Night Owl,Light,Tropical,Mixed,Sweet
23.0,Night Owl,Moderate,Tropical,Mediterranean,Sweet
23.0,Early Bird,Heavy,Dry,Mediterranean,Sour
67.0,Night Owl,,Temperate,Asian,Sweet
,Night Owl,Light,Cold,Mixed,Sweet
21.0,Irregular,Heavy,Tropical,Mixed,Sweet
34.0,Irregular,Light,Temperate,Mixed,Sour
31.0,Irregular,Heavy,Tropical,Mixed,Sour
31.0,Early Bird,Moderate,Tropical,Asian,Sweet
30.0,Night Owl,Heavy,Cold,Asian,Sweet
24.0,Night Owl,Light,Temperate,,Sweet
61.0,Night Owl,Light,Tropical,Asian,Spicy
,Irregular,Moderate,Temperate,,Salty
36.0,Night Owl,Heavy,Temperate,Asian,Sweet
60.0,Night Owl,Moderate,Cold,Asian,Sweet
64.0,Night Owl,Heavy,Temperate,,Sour
61.0,,Heavy,Dry,Mediterranean,Sour
52.0,Night Owl,Heavy,Dry,Mediterranean,Sour
34.0,Early Bird,Moderate,Cold,Mediterranean,Salty
52.0,Night Owl,Moderate,Cold,Asian,Sweet
36.0,Early Bird,Light,Dry,Mixed,Sour
37.0,Night Owl,Moderate,Cold,Asian,Sweet
53.0,Early Bird,Heavy,Temperate,Mixed,Salty
52.0,Night Owl,Heavy,Tropical,Asian,Sweet
49.0,Night Owl,Heavy,Cold,Mediterranean,Sour
65.0,,Moderate,Dry,Asian,Sweet
61.0,Night Owl,Light,Tropical,Mediterranean,Sweet
,Irregular,Moderate,Temperate,Mixed,Salty
41.0,Night Owl,Light,Tropical,Mediterranean,Sweet
34.0,,Moderate,Dry,Mediterranean,Salty
24.0,Irregular,Heavy,Tropical,Mediterranean,Sweet
60.0,Irregular,Light,,Mediterranean,Sour
,Night Owl,Moderate,,Mixed,Sour
18.0,Early Bird,Heavy,Cold,Asian,Sweet
52.0,,Light,Dry,Asian,Sweet
49.0,Irregular,Light,Cold,Asian,Sweet
53.0,Early Bird,Heavy,Temperate,Asian,Sour
30.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
23.0,Night Owl,Moderate,Dry,Mixed,Sweet
,Night Owl,Moderate,Dry,Mixed,Sour
54.0,Night Owl,Heavy,Dry,Asian,Sweet
65.0,Night Owl,Moderate,Temperate,Asian,Sweet
32.0,Irregular,Heavy,Temperate,Mixed,Salty
64.0,Night Owl,Heavy,Temperate,Mixed,Sour
